Supplementary File 1: Average recombination rates (based on all 4 pedigrees) for all 1 Mb bins. 
The start eand end position of the bins are shown in columns 4 and 6. 
Start and end positions were based on the exact position of the SNPs on genome build Sscrofa10.2. 
The names of the SNPs are shown in columns 3 and 5

ssc	Bin (1Mb)	snp start	position	snp end	position	rec rate  
2	107	ASGA0096522	107011848	H3GA0007274	108005632	0,287362468
2	108	H3GA0007274	108005632	DRGA0003276	109051523	0,221569444
2	109	DRGA0003276	109051523	H3GA0007290	110206423	0,197113766
2	110	H3GA0007290	110206423	MARC0103716	111019898	0,212293572
2	111	MARC0103716	111019898	ALGA0014885	112079833	0,118635304
2	112	ALGA0014885	112079833	DRGA0003336	113050322	0,382965255
2	113	DRGA0003336	113050322	INRA0009310	114047843	0,175995539
2	114	INRA0009310	114047843	CASI0008627	115316017	0,042100878
2	115	CASI0008627	115316017	ALGA0014984	116053045	0,052333505
2	116	ALGA0014984	116053045	ALGA0015023	117038311	0,058573776
2	117	ALGA0015023	117038311	H3GA0007369	118010721	0,64580468
2	118	H3GA0007369	118010721	H3GA0007391	119044783	0,370692909
2	119	H3GA0007391	119044783	MARC0052388	120009260	0,352002383
2	120	MARC0052388	120009260	ASGA0011348	121032595	0,445112172
2	121	ASGA0011348	121032595	H3GA0007455	122010013	0,300068995
2	122	H3GA0007455	122010013	ASGA0011504	123010574	0,859953599
2	123	ASGA0011504	123010574	ALGA0106889	124021778	0,72590546
2	124	ALGA0106889	124021778	ALGA0117661	125009891	0,397460927
2	125	ALGA0117661	125009891	MARC0080651	126052812	1,239038193
2	126	MARC0080651	126052812	MARC0029403	127056884	0,164589323
2	127	MARC0029403	127056884	MARC0036757	128229377	0,405485589
2	128	MARC0036757	128229377	ALGA0015640	129003155	0,380541631
2	129	ALGA0015640	129003155	MARC0021146	130043084	0,172134046
2	130	MARC0021146	130043084	ASGA0097366	131005861	0,647717851
2	131	ASGA0097366	131005861	ASGA0011734	132050009	1,076889927
2	132	ASGA0011734	132050009	ASGA0011745	133019436	1,792862869
2	133	ASGA0011745	133019436	ALGA0105633	134190065	2,696607422
2	134	ALGA0105633	134190065	ASGA0100118	135007186	1,262781228
2	135	ASGA0100118	135007186	DRGA0003597	136291478	1,182498373
2	136	DRGA0003597	136291478	ALGA0015991	137046877	0,654916195
2	137	ALGA0015991	137046877	CASI0009217	138026728	1,552042699
2	138	CASI0009217	138026728	ALGA0016154	139003438	0,933802106
2	139	ALGA0016154	139003438	ALGA0016212	140002186	0,510279908
2	140	ALGA0016212	140002186	ALGA0016284	141030437	0,909694222
2	141	ALGA0016284	141030437	ALGA0115517	142053892	2,044323208
2	142	ALGA0115517	142053892	ALGA0104158	143053245	1,39296415
2	143	ALGA0104158	143053245	ALGA0016529	144115312	1,794918296
2	144	ALGA0016529	144115312	ASGA0012460	145227998	1,466527684
2	145	ASGA0012460	145227998	ASGA0012482	146154303	1,323007034
2	146	ASGA0012482	146154303	DIAS0004724	147103000	1,116825804
2	147	DIAS0004724	147103000	M1GA0024750	148083454	1,307314721
2	148	M1GA0024750	148083454	ASGA0012539	149113136	0,834118102
2	149	ASGA0012539	149113136	MARC0050442	150092062	1,675124438
2	150	MARC0050442	150092062	ALGA0123585	151012311	2,835379368
2	151	ALGA0123585	151012311	ALGA0016809	152016160	0,905902284
2	152	ALGA0016809	152016160	ASGA0012738	153002555	0,719830742
2	153	ASGA0012738	153002555	DIAS0001058	154040051	1,002257489
2	154	DIAS0001058	154040051	ALGA0118223	155041400	1,584837435
2	155	ALGA0118223	155041400	ASGA0105629	156102759	0,663261672
2	156	ASGA0105629	156102759	M1GA0003346	157145316	0,127153587
2	157	M1GA0003346	157145316	M1GA0003605	158014368	0,139793904
2	158	M1GA0003605	158014368	ALGA0017071	158326301	3,65E-05
3	1	MARC0034822	1460912	ASGA0083999	2039422	0,054321534
3	2	ASGA0083999	2039422	DRGA0003754	3029529	0,099767453
3	3	DRGA0003754	3029529	ALGA0112153	4049332	1,146068639
3	4	ALGA0112153	4049332	ALGA0106290	5152563	4,864293529
3	5	ALGA0106290	5152563	ALGA0017286	6011282	4,338455967
3	6	ALGA0017286	6011282	ALGA0017310	7322544	1,037769742
3	7	ALGA0017310	7322544	ASGA0098960	8593791	0,838610682
3	8	ASGA0098960	8593791	MARC0088651	9000666	0,938153286
3	9	MARC0088651	9000666	ASGA0013277	10146328	1,897570425
3	10	ASGA0013277	10146328	MARC0018471	11054114	0,866049544
3	11	MARC0018471	11054114	SIRI0001321	12001168	1,794259095
3	12	SIRI0001321	12001168	ASGA0102969	13048423	0,866916673
3	13	ASGA0102969	13048423	DRGA0003789	14007265	0,36980392
3	14	DRGA0003789	14007265	H3GA0008875	15010975	1,099763714
3	15	H3GA0008875	15010975	H3GA0055069	16029880	4,630858847
3	16	H3GA0055069	16029880	ALGA0124306	17091063	2,022884024
3	17	ALGA0124306	17091063	CASI0005117	18088698	1,546534494
3	18	CASI0005117	18088698	DIAS0001357	19077421	1,797056673
3	19	DIAS0001357	19077421	ASGA0094854	20058173	0,738086762
3	20	ASGA0094854	20058173	ALGA0017946	21010393	0,836127835
3	21	ALGA0017946	21010393	DRGA0017556	22551656	1,08565647
3	22	DRGA0017556	22551656	ALGA0018006	23015607	0,075866575
3	23	ALGA0018006	23015607	ASGA0103399	24010664	0,343118295
3	24	ASGA0103399	24010664	MARC0110831	25162049	0,142902851
3	25	MARC0110831	25162049	MARC0108510	26002460	0,172195378
3	26	MARC0108510	26002460	ASGA0083973	27041644	0,568970027
3	27	ASGA0083973	27041644	H3GA0009113	28053055	0,510546526
3	28	H3GA0009113	28053055	ALGA0106253	29024154	0,126388527
3	29	ALGA0106253	29024154	ASGA0014055	30055615	0,222859477
3	30	ASGA0014055	30055615	ALGA0106201	31012875	0,988571832
3	31	ALGA0106201	31012875	ALGA0118220	32351023	0,232091114
3	32	ALGA0118220	32351023	ASGA0093236	33179088	0,555851911
3	33	ASGA0093236	33179088	ALGA0018446	34033763	0,156370446
3	34	ALGA0018446	34033763	ALGA0018484	35024144	0,623397083
3	35	ALGA0018484	35024144	H3GA0009279	36052842	0,328491832
3	36	H3GA0009279	36052842	MARC0073946	37023012	0,677611825
3	37	MARC0073946	37023012	MARC0010129	38091792	0,68791127
3	38	MARC0010129	38091792	MARC0057691	39128984	0,272689134
3	39	MARC0057691	39128984	MARC0023922	40003536	0,047858152
3	40	MARC0023922	40003536	M1GA0004304	40155642	0,143006504
3	45	ALGA0018634	45593990	MARC0033704	46226311	0,139604564
3	46	MARC0033704	46226311	ASGA0091492	47360942	0,122086661
3	47	ASGA0091492	47360942	H3GA0009377	48316538	0,159885127
3	48	H3GA0009377	48316538	ASGA0014434	49011623	0,206962969
3	49	ASGA0014434	49011623	ASGA0014499	50158729	0,74546103
3	50	ASGA0014499	50158729	ALGA0115229	51053503	0,228351549
3	51	ALGA0115229	51053503	H3GA0009504	52025538	0,198130263
3	52	H3GA0009504	52025538	ALGA0018936	53003881	0,323131002
3	53	ALGA0018936	53003881	ALGA0018977	54006786	0,20826542
3	54	ALGA0018977	54006786	ALGA0019000	55028381	0,258987385
3	55	ALGA0019000	55028381	MARC0023781	56005947	0,288594223
3	56	MARC0023781	56005947	ASGA0014695	57006572	0,36844122
3	57	ASGA0014695	57006572	ASGA0014712	58013180	0,570449959
3	58	ASGA0014712	58013180	ASGA0014732	59012808	0,197205377
3	59	ASGA0014732	59012808	H3GA0009664	60015652	0,285491968
3	60	H3GA0009664	60015652	DIAS0004525	61035420	0,330131002
3	61	DIAS0004525	61035420	MARC0002930	62074849	0,379809314
3	62	MARC0002930	62074849	DIAS0000493	63016890	0,14057048
3	63	DIAS0000493	63016890	MARC0067647	64090641	0,213086551
3	64	MARC0067647	64090641	MARC0043068	65094505	0,064765427
3	65	MARC0043068	65094505	ASGA0098950	66077719	0,087692485
3	66	ASGA0098950	66077719	MARC0033012	67011470	0,512272436
3	67	MARC0033012	67011470	ALGA0019533	68009516	0,429902659
3	68	ALGA0019533	68009516	ASGA0015001	69657253	0,087709288
3	69	ASGA0015001	69657253	DRGA0004003	70056327	0,245779364
3	70	DRGA0004003	70056327	ALGA0123349	71272011	0,51896481
3	71	ALGA0123349	71272011	MARC0036115	72009115	0,605112597
3	72	MARC0036115	72009115	MARC0012502	73049739	0,312996182
3	73	MARC0012502	73049739	MARC0017599	74026878	0,355620885
3	74	MARC0017599	74026878	MARC0009481	75394519	0,842653058
3	75	MARC0009481	75394519	ASGA0015117	76065598	0,306432639
3	76	ASGA0015117	76065598	DRGA0017696	77112515	0,582512421
3	77	DRGA0017696	77112515	ALGA0019782	78029770	0,819495966
3	78	ALGA0019782	78029770	MARC0001022	79174785	0,442321619
3	79	MARC0001022	79174785	ALGA0019801	80053531	0,495866092
3	80	ALGA0019801	80053531	ASGA0015206	81005314	0,517137147
3	81	ASGA0015206	81005314	MARC0049833	82177624	0,248194273
3	82	MARC0049833	82177624	DRGA0017542	83277793	0,108864876
3	83	DRGA0017542	83277793	ALGA0019892	84463162	0,155888877
3	84	ALGA0019892	84463162	MARC0036095	85125505	0,248575803
3	85	MARC0036095	85125505	ALGA0107390	86085644	0,498034097
3	86	ALGA0107390	86085644	H3GA0009997	87200902	0,175535517
3	87	H3GA0009997	87200902	ALGA0019922	88203650	0,142129531
3	88	ALGA0019922	88203650	MARC0101546	89138287	0,04207974
3	89	MARC0101546	89138287	ALGA0019966	90020437	0,087063114
3	90	ALGA0019966	90020437	DIAS0001745	91190315	0,203758652
3	91	DIAS0001745	91190315	DIAS0001020	92452832	0,034633542
3	92	DIAS0001020	92452832	ALGA0124438	93074982	0,178017592
3	93	ALGA0124438	93074982	ALGA0020027	94060695	0,046590763
3	94	ALGA0020027	94060695	ALGA0020047	95247199	0,044548543
3	95	ALGA0020047	95247199	ALGA0105697	96070459	0,127385382
3	96	ALGA0105697	96070459	ASGA0098090	97223093	0,266990501
3	97	ASGA0098090	97223093	ALGA0020072	98356238	0,282103804
3	98	ALGA0020072	98356238	DIAS0001623	99313315	0,415128834
3	99	DIAS0001623	99313315	ASGA0015363	100098050	0,546441482
3	100	ASGA0015363	100098050	ALGA0020209	101264650	1,154357127
3	101	ALGA0020209	101264650	INRA0011183	102090846	0,393446124
3	102	INRA0011183	102090846	ASGA0015494	103029683	0,546937831
3	103	ASGA0015494	103029683	ALGA0020318	104064335	0,738891864
3	104	ALGA0020318	104064335	DRGA0004096	105029466	0,631304232
3	105	DRGA0004096	105029466	INRA0011285	106010885	0,573681016
3	106	INRA0011285	106010885	ASGA0097215	107092112	0,218944837
3	107	ASGA0097215	107092112	H3GA0010237	108100697	0,258326467
3	108	H3GA0010237	108100697	MARC0089576	109118738	0,354851369
3	109	MARC0089576	109118738	ASGA0015654	110005181	0,392116611
3	110	ASGA0015654	110005181	DRGA0004146	111033114	1,249251436
3	111	DRGA0004146	111033114	ALGA0020605	112022721	0,249924571
3	112	ALGA0020605	112022721	M1GA0004568	113053130	0,315982694
3	113	M1GA0004568	113053130	ALGA0020715	114189663	0,786588591
3	114	ALGA0020715	114189663	H3GA0010357	115009623	0,97629157
3	115	H3GA0010357	115009623	MARC0051243	116048549	1,337469099
3	116	MARC0051243	116048549	H3GA0010463	117078107	0,748607583
3	117	H3GA0010463	117078107	ASGA0015984	118182476	1,240843848
3	118	ASGA0015984	118182476	ASGA0016106	119006428	0,974647927
3	119	ASGA0016106	119006428	ALGA0114071	120072833	1,98878909
3	120	ALGA0114071	120072833	H3GA0053824	121035021	0,812773785
3	121	H3GA0053824	121035021	DIAS0000694	122042998	0,979254222
3	122	DIAS0000694	122042998	ASGA0016299	123015205	2,131748229
3	123	ASGA0016299	123015205	ASGA0016309	124028104	0,19268485
3	124	ASGA0016309	124028104	ASGA0016343	125197050	1,002422118
3	125	ASGA0016343	125197050	ALGA0021244	126010993	2,042082115
3	126	ALGA0021244	126010993	ALGA0021293	126989393	1,710155253
3	128	ASGA0016407	128165961	ASGA0016442	129005942	0,537320142
3	129	ASGA0016442	129005942	INRA0011705	130050180	3,964151448
3	130	INRA0011705	130050180	MARC0027808	131191678	0,790903828
3	131	MARC0027808	131191678	ASGA0016595	132154665	0,863069776
3	132	ASGA0016595	132154665	ALGA0021563	133313157	0,740478439
3	133	ALGA0021563	133313157	ALGA0110366	134085817	1,373678761
3	134	ALGA0110366	134085817	H3GA0011011	135011301	3,611003024
3	135	H3GA0011011	135011301	MARC0092020	136029014	1,032667034
3	136	MARC0092020	136029014	H3GA0011038	137058702	0,600907047
3	137	H3GA0011038	137058702	ASGA0102422	138489340	1,887731861
3	138	ASGA0102422	138489340	MARC0071101	139055473	0,417711472
3	139	MARC0071101	139055473	MARC0074301	140256294	0,687977618
3	140	MARC0074301	140256294	ASGA0016877	141033116	0,10107222
3	141	ASGA0016877	141033116	DRGA0004334	141500331	0,007672892
4	0	ASGA0016959	95368	ALGA0029781	1003897	0,085379146
4	1	ALGA0029781	1003897	MARC0034221	2035615	0,998142715
4	2	MARC0034221	2035615	H3GA0011333	3032371	0,928397911
4	3	H3GA0011333	3032371	ALGA0022251	4040391	1,134640588
4	4	ALGA0022251	4040391	ASGA0017502	5006687	1,932619874
4	5	ASGA0017502	5006687	ALGA0022524	6007874	0,555268273
4	6	ALGA0022524	6007874	ALGA0022682	7067626	1,252752653
4	7	ALGA0022682	7067626	ASGA0017901	8188473	3,404330108
4	8	ASGA0017901	8188473	ASGA0018040	9005118	3,193286028
4	9	ASGA0018040	9005118	ASGA0018114	10036803	1,548011128
4	10	ASGA0018114	10036803	MARC0057350	11002675	1,330538089
4	11	MARC0057350	11002675	ASGA0018300	12003384	1,253219136
4	12	ASGA0018300	12003384	H3GA0012015	13008743	2,183435716
4	13	H3GA0012015	13008743	ALGA0023378	14003125	0,738001846
4	14	ALGA0023378	14003125	DRGA0004480	15016104	1,359415556
4	15	DRGA0004480	15016104	ASGA0093554	16069475	0,930418453
4	16	ASGA0093554	16069475	ALGA0103991	17061052	1,946510008
4	17	ALGA0103991	17061052	DRGA0004510	18008464	1,353788332
4	18	DRGA0004510	18008464	DRGA0004528	19015552	0,86229538
4	19	DRGA0004528	19015552	ASGA0018865	20010437	1,195959344
4	20	ASGA0018865	20010437	ALGA0023877	21086107	1,550298646
4	21	ALGA0023877	21086107	MARC0026903	22012168	1,607333074
4	22	MARC0026903	22012168	H3GA0012352	23244733	1,082898322
4	23	H3GA0012352	23244733	ASGA0019027	24167536	0,363944615
4	24	ASGA0019027	24167536	DRGA0004597	25019533	1,452902398
4	25	DRGA0004597	25019533	ALGA0024108	26012865	0,288611502
4	26	ALGA0024108	26012865	MARC0007208	27041022	0,180021803
4	27	MARC0007208	27041022	H3GA0012397	28013430	0,043809568
4	28	H3GA0012397	28013430	DRGA0004651	29042837	0,134248989
4	29	DRGA0004651	29042837	ALGA0024219	30042309	0,18669694
4	30	ALGA0024219	30042309	ASGA0019112	31003651	0,505992676
4	31	ASGA0019112	31003651	ALGA0024289	32034432	0,243218434
4	32	ALGA0024289	32034432	MARC0016020	33016884	0,207147578
4	33	MARC0016020	33016884	ASGA0019178	34074856	0,455778915
4	34	ASGA0019178	34074856	ASGA0019203	35008828	0,4208199
4	35	ASGA0019203	35008828	ALGA0024505	36005051	0,291490574
4	36	ALGA0024505	36005051	MARC0021367	37069150	0,531699933
4	37	MARC0021367	37069150	ALGA0024582	38015849	0,357401709
4	38	ALGA0024582	38015849	ASGA0019362	39025906	0,352790267
4	39	ASGA0019362	39025906	INRA0013764	40031986	0,273360583
4	40	INRA0013764	40031986	INRA0013780	41008284	0,169024026
4	41	INRA0013780	41008284	ASGA0019427	42037215	0,283924189
4	42	ASGA0019427	42037215	ALGA0024768	43027569	1,06327602
4	43	ALGA0024768	43027569	ALGA0024821	44025822	0,559299918
4	44	ALGA0024821	44025822	MARC0056849	45031120	0,10901694
4	45	MARC0056849	45031120	ALGA0024881	46040879	0,256392082
4	46	ALGA0024881	46040879	DRGA0004783	47043904	0,399313537
4	47	DRGA0004783	47043904	ASGA0019590	48095706	0,097466191
4	48	ASGA0019590	48095706	ALGA0114483	49093079	0,19505475
4	49	ALGA0114483	49093079	ALGA0024954	50296018	0,04184901
4	50	ALGA0024954	50296018	H3GA0012684	51036347	0,049056118
4	51	H3GA0012684	51036347	MARC0005616	52188036	0,006963085
4	52	MARC0005616	52188036	INRA0014068	53047867	0,013759284
4	53	INRA0014068	53047867	ALGA0025021	54122432	0,004383182
4	54	ALGA0025021	54122432	ALGA0025036	55031488	0,024319522
4	55	ALGA0025036	55031488	MARC0092541	56075832	0,075576878
4	56	MARC0092541	56075832	DRGA0004794	57099646	0,020381832
4	57	DRGA0004794	57099646	ALGA0025072	58067211	0,039129061
4	58	ALGA0025072	58067211	INRA0014127	59105411	0,154537387
4	59	INRA0014127	59105411	ALGA0025112	60030169	0,157113108
4	60	ALGA0025112	60030169	ALGA0025182	61038550	0,171975926
4	61	ALGA0025182	61038550	ASGA0096719	62027221	0,28847689
4	62	ASGA0096719	62027221	ASGA0019791	63054580	0,199930325
4	63	ASGA0019791	63054580	ALGA0025292	64137468	0,07704307
4	64	ALGA0025292	64137468	ASGA0019815	65016011	0,63390366
4	65	ASGA0019815	65016011	INRA0014327	66089889	0,031501474
4	66	INRA0014327	66089889	INRA0014374	67057104	0,237127429
4	67	INRA0014374	67057104	M1GA0005910	68212091	0,195677209
4	68	M1GA0005910	68212091	ASGA0019891	69044166	0,275381775
4	69	ASGA0019891	69044166	ASGA0019937	70092569	0,417309472
4	70	ASGA0019937	70092569	MARC0109510	71081956	0,05677605
4	71	MARC0109510	71081956	ASGA0100477	72005343	0,374033764
4	72	ASGA0100477	72005343	ALGA0025563	73089543	0,23301951
4	73	ALGA0025563	73089543	DIAS0001140	74095578	0,032277207
4	74	DIAS0001140	74095578	ASGA0020042	75016304	0,099557743
4	75	ASGA0020042	75016304	DRGA0004859	76004484	0,186006036
4	76	DRGA0004859	76004484	SIRI0000122	77034601	0,237546006
4	77	SIRI0000122	77034601	ALGA0025777	78027085	0,429523079
4	78	ALGA0025777	78027085	ASGA0020183	79008114	0,329267816
4	79	ASGA0020183	79008114	ALGA0025918	80111898	0,558826359
4	80	ALGA0025918	80111898	MARC0019918	81026612	0,30291019
4	81	MARC0019918	81026612	ALGA0026003	82027009	0,810711609
4	82	ALGA0026003	82027009	INRA0015000	83025851	1,369561353
4	83	INRA0015000	83025851	ALGA0026100	84090680	0,645158922
4	84	ALGA0026100	84090680	MARC0015385	85011629	0,691150587
4	85	MARC0015385	85011629	MARC0055526	86209504	0,451336859
4	86	MARC0055526	86209504	ASGA0020454	87007876	0,713856782
4	87	ASGA0020454	87007876	INRA0015178	88065653	0,292857808
4	88	INRA0015178	88065653	ALGA0026228	89008992	0,243800693
4	89	ALGA0026228	89008992	INRA0015247	90010895	0,110547049
4	90	INRA0015247	90010895	ALGA0026265	91007286	0,320650342
4	91	ALGA0026265	91007286	DRGA0004953	92004679	0,416688205
4	92	DRGA0004953	92004679	ALGA0026346	93043178	0,450394229
4	93	ALGA0026346	93043178	ALGA0026433	94003968	0,56841252
4	94	ALGA0026433	94003968	ALGA0026478	95052349	0,388884157
4	95	ALGA0026478	95052349	ASGA0020705	96048342	0,146760215
4	96	ASGA0020705	96048342	ASGA0020742	97012116	0,403477416
4	97	ASGA0020742	97012116	INRA0015517	98016950	0,530745516
4	98	INRA0015517	98016950	ASGA0020884	99012920	1,151643816
4	99	ASGA0020884	99012920	M1GA0006096	100371861	0,267094956
4	100	M1GA0006096	100371861	ASGA0020976	101038423	0,598898024
4	101	ASGA0020976	101038423	ASGA0085258	102103941	0,49505645
4	102	ASGA0085258	102103941	CASI0007671	103186304	0,283532763
4	103	CASI0007671	103186304	H3GA0013586	104027961	0,606773068
4	104	H3GA0013586	104027961	ALGA0027029	105017514	0,581332713
4	105	ALGA0027029	105017514	ALGA0027117	106041535	0,701259013
4	106	ALGA0027117	106041535	MARC0019564	107002176	0,644378098
4	107	MARC0019564	107002176	ALGA0027243	108252729	0,362319418
4	108	ALGA0027243	108252729	M1GA0006222	109037467	0,273257378
4	109	M1GA0006222	109037467	ASGA0021403	110004343	0,641703575
4	110	ASGA0021403	110004343	H3GA0013792	111222199	0,262546198
4	111	H3GA0013792	111222199	ASGA0021453	112014396	0,824423163
4	112	ASGA0021453	112014396	ASGA0021522	113046689	0,552636568
4	113	ASGA0021522	113046689	ALGA0027590	114013243	0,986734353
4	114	ALGA0027590	114013243	ALGA0027681	115009742	1,518340332
4	115	ALGA0027681	115009742	ALGA0027768	116017042	0,819745141
4	116	ALGA0027768	116017042	INRA0016389	117005641	0,33797482
4	117	INRA0016389	117005641	ASGA0021867	118076498	1,44164068
4	118	ASGA0021867	118076498	MARC0066961	119066362	1,476622673
4	119	MARC0066961	119066362	H3GA0014166	120018660	1,491933648
4	120	H3GA0014166	120018660	ASGA0022077	121010319	1,313623939
4	121	ASGA0022077	121010319	DRGA0005101	122078780	0,644961692
4	122	DRGA0005101	122078780	H3GA0014283	123001093	2,199476333
4	123	H3GA0014283	123001093	INRA0016870	124043519	1,882504484
4	124	INRA0016870	124043519	ALGA0028447	125488954	0,548675916
4	125	ALGA0028447	125488954	INRA0016936	126080976	0,740153958
4	126	INRA0016936	126080976	ALGA0028500	127072671	0,472002303
4	127	ALGA0028500	127072671	ALGA0028551	128066499	0,643730437
4	128	ALGA0028551	128066499	ALGA0028623	129016956	1,628233842
4	129	ALGA0028623	129016956	ALGA0028714	130003887	1,662960635
4	130	ALGA0028714	130003887	MARC0113176	130533061	1,835933249
4	136	DRGA0005322	136303222	MARC0091857	137017974	2,354006659
4	137	MARC0091857	137017974	ASGA0023226	138123252	0,962502626
4	138	ASGA0023226	138123252	M1GA0006769	139015443	1,235332319
4	139	M1GA0006769	139015443	DRGA0005385	140011062	0,72329329
4	140	DRGA0005385	140011062	M1GA0006828	141168172	0,655920109
4	141	M1GA0006828	141168172	ASGA0023491	142008163	0,842243922
4	142	ASGA0023491	142008163	MARC0041946	143021644	0,20462778
4	143	MARC0041946	143021644	ASGA0023629	143324874	0,007826173
5	0	ASGA0027336	189721	ASGA0023698	1135529	0,516535287
5	1	ASGA0023698	1135529	H3GA0015158	2021416	1,248954688
5	2	H3GA0015158	2021416	H3GA0015235	3060760	2,124928255
5	3	H3GA0015235	3060760	ALGA0030029	4236943	1,361305118
5	4	ALGA0030029	4236943	DRGA0005442	5816856	0,571344903
5	5	DRGA0005442	5816856	ALGA0030136	6019522	10,04964758
5	6	ALGA0030136	6019522	M1GA0007439	7013047	1,181412589
5	7	M1GA0007439	7013047	M1GA0007494	8031569	1,639853943
5	8	M1GA0007494	8031569	H3GA0015576	9096232	2,595795499
5	9	H3GA0015576	9096232	ASGA0024360	10080308	1,312579538
5	10	ASGA0024360	10080308	ALGA0030513	11029721	2,259781382
5	11	ALGA0030513	11029721	ASGA0024486	12079758	1,872783933
5	12	ASGA0024486	12079758	ASGA0024567	13030862	1,22121572
5	13	ASGA0024567	13030862	ASGA0024605	14017597	1,3963472
5	14	ASGA0024605	14017597	DRGA0005466	15052496	1,63298738
5	15	DRGA0005466	15052496	ALGA0030837	16087794	0,576116698
5	16	ALGA0030837	16087794	ASGA0082212	17124083	1,147320442
5	17	ASGA0082212	17124083	MARC0007048	18012619	1,733145259
5	18	MARC0007048	18012619	DRGA0005488	19053403	1,628369615
5	19	DRGA0005488	19053403	ALGA0031069	20280584	0,363022406
5	20	ALGA0031069	20280584	ALGA0031122	20954929	1,565813077
5	22	ASGA0025066	22660906	ASGA0025077	23061869	0,660646723
5	23	ASGA0025077	23061869	DIAS0004585	24041995	0,161023825
5	24	DIAS0004585	24041995	MARC0002781	25027517	0,723535899
5	25	MARC0002781	25027517	ALGA0031344	26098405	0,062417006
5	26	ALGA0031344	26098405	ALGA0108399	27040193	0,126865695
5	27	ALGA0108399	27040193	ALGA0031396	28124798	0,328815299
5	28	ALGA0031396	28124798	ASGA0025186	29278995	0,257656547
5	29	ASGA0025186	29278995	M1GA0007772	30095581	0,149316778
5	30	M1GA0007772	30095581	ALGA0031471	31236841	0,160912302
5	31	ALGA0031471	31236841	ASGA0025228	32015964	0,817034776
5	32	ASGA0025228	32015964	ALGA0031519	33007354	0,317044357
5	33	ALGA0031519	33007354	ALGA0113412	34011426	0,350957875
5	34	ALGA0113412	34011426	ASGA0025365	35239608	0,825608437
5	35	ASGA0025365	35239608	DRGA0005648	36199464	0,378912922
5	36	DRGA0005648	36199464	ALGA0031707	37249647	0,10743351
5	37	ALGA0031707	37249647	ALGA0031717	38006963	0,318136395
5	38	ALGA0031717	38006963	ASGA0096308	39028335	0,215519754
5	39	ASGA0096308	39028335	MARC0012165	40106617	0,024005869
5	40	MARC0012165	40106617	SIRI0000395	41151243	0,004971608
5	41	SIRI0000395	41151243	DRGA0005739	42081631	0,052433112
5	42	DRGA0005739	42081631	ALGA0031798	43592512	0,188957453
5	43	ALGA0031798	43592512	DRGA0005750	44283450	0,0179451
5	44	DRGA0005750	44283450	DRGA0017553	45007479	0,088315143
5	45	DRGA0017553	45007479	ALGA0031817	46210245	0,070778071
5	46	ALGA0031817	46210245	MARC0030421	47021096	0,039975937
5	47	MARC0030421	47021096	INRA0019297	48150113	0,054558768
5	48	INRA0019297	48150113	DRGA0005792	49040715	0,099136758
5	49	DRGA0005792	49040715	DRGA0005805	50214568	0,101836697
5	50	DRGA0005805	50214568	INRA0019308	51014577	0,417427499
5	51	INRA0019308	51014577	ASGA0083981	52019205	0,44282188
5	52	ASGA0083981	52019205	MARC0046296	53271372	0,310053905
5	53	MARC0046296	53271372	ALGA0118428	54100199	0,194350316
5	54	ALGA0118428	54100199	ALGA0031955	55027559	0,133696498
5	55	ALGA0031955	55027559	INRA0019389	56054855	0,410831272
5	56	INRA0019389	56054855	ALGA0031978	57037023	0,191072379
5	57	ALGA0031978	57037023	INRA0019408	58145764	0,171251509
5	58	INRA0019408	58145764	ALGA0031993	59062022	0,01317184
5	59	ALGA0031993	59062022	H3GA0016336	60243565	0,091666267
5	60	H3GA0016336	60243565	MARC0041964	61046313	0,924571482
5	61	MARC0041964	61046313	ALGA0032075	62017200	0,964621877
5	62	ALGA0032075	62017200	ALGA0032182	63069422	0,588832548
5	63	ALGA0032182	63069422	MARC0067600	64023068	1,057220773
5	64	MARC0067600	64023068	ASGA0025795	65003383	0,61598199
5	65	ASGA0025795	65003383	ASGA0025827	66262955	2,106291137
5	66	ASGA0025827	66262955	MARC0014309	67063213	2,083152795
5	67	MARC0014309	67063213	ASGA0025952	68011832	2,356814892
5	68	ASGA0025952	68011832	ASGA0026017	69012014	1,273193509
5	69	ASGA0026017	69012014	CASI0001986	70054099	0,737979572
5	70	CASI0001986	70054099	H3GA0055981	71245453	0,157005218
5	71	H3GA0055981	71245453	ASGA0026197	72009882	0,299108171
5	72	ASGA0026197	72009882	ASGA0026230	73021759	0,361094424
5	73	ASGA0026230	73021759	ASGA0026245	74020663	0,22876115
5	74	ASGA0026245	74020663	DRGA0006005	75171185	0,359024515
5	75	DRGA0006005	75171185	ASGA0026300	76016635	1,399033683
5	76	ASGA0026300	76016635	MARC0114186	77016025	0,648978255
5	77	MARC0114186	77016025	INRA0020002	78067097	0,820049289
5	78	INRA0020002	78067097	M1GA0008026	79039700	0,970717015
5	79	M1GA0008026	79039700	MARC0031686	80009101	0,858668947
5	80	MARC0031686	80009101	MARC0012702	81055400	0,873488653
5	81	MARC0012702	81055400	ALGA0033079	82045018	0,884196714
5	82	ALGA0033079	82045018	ALGA0033122	83022682	0,273855128
5	83	ALGA0033122	83022682	ALGA0033141	84005513	1,670639659
5	84	ALGA0033141	84005513	M1GA0008067	85035347	0,551052602
5	85	M1GA0008067	85035347	ALGA0033204	86094560	0,762653668
